time,H2 + O2 + OH => H2O + HO2,H2O2 + OH => H2O + HO2,HO2 + NO => NO2 + OH,HO2 + NO3 => NO2 + O2 + OH,HO2 + O3 => 2 O2 + OH,HO2 + OH => H2O + O2,HO2NO2 + OH => H2O + NO2 + O2,HONO + OH => H2O + NO2,NO + NO3 => 2 NO2,NO + O3 => NO2 + O2,NO3 + NO2 => NO + O2 + NO2,NO2 + O => NO + O2,NO2 + O3 => NO3 + O2,NO3 + OH => HO2 + NO2,O + O3 => 2 O2,O3 + OH => HO2 + O2,CO + O2 + OH => CO2 + HO2,HNO3 + OH => H2O + NO3,2 HO2 => H2O2 + O2,2 HO2 => H2O2 + O2,HO2 + NO2 => HO2NO2,HO2NO2 => HO2 + NO2,HSO3 + O2 => HO2 + SO3,N2O5 => NO2 + NO3,2 NO + O2 => 2 NO2,NO + O => NO2,NO + OH => HONO,NO2 + NO3 => N2O5,NO2 + O => NO3,NO2 + OH => HNO3,O + SO2 => SO3,O + O2 => O3,O + O2 => O3,O1D => O,O1D => O,H2O + O1D => 2 OH,OH + SO2 => HSO3,H2O2 => 2 OH,HNO3 => NO2 + OH,HONO => NO + OH,NO2 => NO + O,NO3 => NO + O2,NO3 => NO2 + O,O3 => O + O2,O3 => O1D + O2,HNO3 => NA,H2O + N2O5 => 2 NA
518.503700740148,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
570.3540708141628,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
622.2044408881777,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
674.0548109621925,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
725.9051810362073,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
777.7555511102221,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
829.6059211842369,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
881.4562912582517,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
933.3066613322665,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
985.1570314062812,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
1037.007401480296,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
1088.8577715543108,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
1140.7081416283256,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
1192.5585117023404,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
1244.4088817763554,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
1296.2592518503702,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
1348.109621924385,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
1399.9599919983998,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
1451.8103620724146,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
1503.6607321464294,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
1555.5111022204442,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
1607.361472294459,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
1659.2118423684738,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
1711.0622124424885,4034383.303170536,1020870501.733349,5141126457.368839,2408856304.0000005,1213177.6702519327,66885680206.756905,1952010114.3494353,3602513025.0269356,15679544829.362207,10392787.670281686,395079.7172555758,6224407683.299909,21192.870091053708,12044281520.000002,4793701.428833854,43679497.40276524,138299210.00627545,67662753.08266068,1.6142383283608266e+22,4.509925028024697e+21,527164169.21706945,0.1560134169976357,2165168.0083240727,0.06745772406201991,59.31249047623214,1385170795.8656344,5895311642.080496,996360316.5811155,1283794544.8418868,8763731353.424494,20992652.631790817,55438.76649142517,15511.756775353319,597147331.4206759,201962970.02197468,136808742.37913963,671065595.8454144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0004
