Volume Mixing,,Temperature,
X,Y,X,Y
0.00039810717055349817,0.000009772601587566816,0.000380754602122238,0.000010015912909679866
0.00039810717055349817,0.000010522532733436719,0.00039810717055349817,0.000015228977468775712
0.00039810717055349817,0.000012199456110350843,0.00041625056759059324,0.00002259163094106289
0.00039810717055349817,0.000013799307373773143,0.00047579443140094235,0.000036089474064538215
0.00039810717055349817,0.000015608965045114096,0.0004974783595375394,0.00005624243583682805
0.00039810717055349817,0.000017655943387611837,0.0005201505143291833,0.0000814024728724571
0.00039810717055349817,0.00001948517825981293,0.0005201505143291833,0.00012075119040632754
0.00041625056759059324,0.00002259163094106289,0.0005686417067982063,0.0001976991195202186
0.00041625056759059324,0.00002555432443960043,0.0006216535056730514,0.00029329495570011365
0.00041625056759059324,0.000028905549106568116,0.000649984837553476,0.00044594859323765387
0.00043522083457727464,0.00003435008288179505,0.000649984837553476,0.0007122766585123274
0.00043522083457727464,0.00003982428367001225,0.0007429639507594965,0.0012557267232842216
0.0004550556554110035,0.000046173327601558545,0.000776823903405255,0.002107117707677647
0.0004550556554110035,0.00005222855300108188,0.000887947107336788,0.0037147981518341694
0.00047579443140094235,0.000060555165482869567,0.00097072625086933,0.006548753247375595
0.0004974783595375394,0.00006850007276861414,0.0010612225056434788,0.011544683544605912
0.0004974783595375394,0.00007748325422949956,0.0011095868223118296,0.01985541903209297
0.0005201505143291833,0.0000876491462081993,0.001213028396778413,0.03768882124442008
0.0005201505143291833,0.00009914356005998563,0.0013865498362179867,0.06980165284681104
0.0005201505143291833,0.00011214536509025831,0.0014497406703726345,0.12926258071893634
0.0005438559333684906,0.00012685896583865597,0.0015848931924611173,0.2641900224790744
0.0005438559333684906,0.0001434954023271007,0.0018941717485013905,0.540015265967498
0.0005438559333684906,0.00016231356099185622,0.0024748471820816072,1.1886439671147875
0.0005438559333684906,0.00018359955548820605,0.002828869434625978,2.4295083607169836
0.0005438559333684906,0.0002076770207583469,0.0033808994755961056,4.283392184493951
0.0005438559333684906,0.00024077346814224714,0.0038645308111559295,7.739940602131189
0.0005945570708544407,0.0002723776596686696,0.004829153028424986,13.314557081248692
0.0005945570708544407,0.00030809759168917987,0.0065971269093240545,20.75622645274258
0.0005945570708544407,0.0003485018783116856,0.0072121461045183,23.480711676300242
0.0005945570708544407,0.0003942048314006296,0.007540833553382586,26.561408026214124
0.0006216535056730514,0.00044592495819900516,0.00824383009215469,29.31639637546904
0.0006216535056730514,0.0005044040904908872,0.009852544092108038,31.572774565130945
0.000649984837553476,0.0005705824866944957,0.011775185078027404,32.36742754789102
0.0006796073458831514,0.0007300878054400889,0.01345960324155367,31.58449043074875
0.0007105798749349171,0.0009114406367001182,0.015384974267460974,31.589512846775865
0.0006796073458831514,0.001166108628584314,0.01758576601126575,29.342822787461994
0.0007429639507594965,0.001529403388075476,0.019225204483161222,27.934519076846176
0.0007429639507594965,0.0020557126810412845,0.022976841193076004,26.5966257989137
0.000776823903405255,0.002763285765656866,0.027460578204733056,22.386957128178768
0.0008492435519047718,0.003714601269504624,0.032819278725114774,19.313765587338466
0.0008492435519047718,0.004871348560980982,0.03922368451262711,15.861056664491535
0.0009284145445194764,0.006879269707407159,0.04901427472213176,13.351303219116089
0.0009284145445194764,0.00902151217814208,0.05602567488840887,11.237486053768013
0.00097072625086933,0.013383083275076577,0.0669586134063426,9.45883588453113
0.0010612225056434788,0.020857524709774564,0.08748538026495492,7.768709589394733
0.0011095868223118296,0.03171341211968889,0.1,6.701897129895956
0.001213028396778413,0.04822210827059471,0.1306559019286202,5.239649377127385
0.0013261133439968753,0.07515411763778332,0.17848959463527886,3.9969282208494645
0.0013261133439968753,0.11426414302323677,0.2332071897194617,3.0487895970241112
0.001515811373261068,0.16952464491456187,0.3046989570903511,2.383592019307499
0.0015848931924611173,0.2577585309583716,0.38075460212223755,1.8634312459574465
0.001811609194200417,0.4220358852905255,0.47579443140094135,1.4567828639648397
0.001980497021270852,0.7439997440885837,0.6216535056730501,1.1112094577057643
0.0023669743321043635,1.279790447513267,0.8122269947080099,0.8068453606164931
0.002705565575569134,2.2013136384233043,1.1095868223118273,0.5716159482723512
0.0029577927626011076,3.8806576424614208,1.657123357047777,0.4151143706172157
0.0035349811050301165,6.354255602933783,2.070756495215371,0.31662547557788534
0.004040653528994459,10.150738712923378,2.587636245810884,0.25370596008137375
0.004618661445783394,13.31385141679323,3.233533907103759,0.2032897512852794
0.005049237586625203,17.461708940356086,4.224802890494169,0.15893514896651828
0.005771521563183793,22.903022616394054,5.771521563183794,0.11828800637037556
0.006897785379387672,27.900487083905972,6.597126909324041,0.09956030509530428
0.007884500654277678,33.986602371201855,7.884500654277678,0.0880362370568239
0.009423094541268233,39.41123152282525,8.243830092154674,0.0759389006519082
0.011261932064842186,42.444573073297306,9.01236370053946,0.063912645474323
0.01345960324155367,41.420074685341405,9.852544092108017,0.05650879034216763
0.015384974267460974,40.418162691625625,10.77105056036769,0.048746323143915235
0.018387222399253507,38.4823789388161,12.311829162480562,0.041028663457954334
0.021017480113324914,35.74545866277543,14.073013256836136,0.03453288610458408
0.022976841193076004,33.2014322092157,15.384974267461006,0.028356459218795534
0.026263635276533352,30.840100204469653,17.585766011265715,0.025072880761342058
0.028712070792882054,28.645191153482777,20.101376890637184,0.01912213087332742
0.032819278725114774,25.328178551328676,26.2636352765333,0.01458603969303806
0.03922368451262711,22.39645136711716,31.388762467016818,0.011402388231170017
0.04483455909300024,19.32093244186144,41.011270705512956,0.008697549893210994
0.05124805876960947,16.261986211978645,51.248058769609365,0.006799521941255656
0.05857899755867967,14.378905281843847,70.01019548760848,0.005186835831787979
0.0669586134063426,12.404369468384644,87.48538026495476,0.004938679742679426
0.07653691760103734,10.700980282725823,104.5574152838968,0.004819473232432105
0.09147245235632541,9.4623458215465,130.6559019286202,0.004588893035234803
0.10932253090849303,7.770768604179058,163.26880941375347,0.004369344588765312
0.1306559019286202,6.3815935116421105,204.02219673128508,0.004160300096076627
0.15615230060004964,5.371525750474361,266.56704127384387,0.003865028271692263
0.17848959463527886,4.749521920524273,333.10461154295433,0.003503114312412466
0.21332033550765914,3.9977756734264025,435.22083457727285,0.0030979585139597338
0.25494800206188645,3.2830959970701388,621.6535056730502,0.00254467797125187
0.3046989570903511,2.696179127214454,812.2269947080082,0.0020899891274692396
0.3641583919116619,2.326058487821434,1109.5868223118227,0.0016340732236823385
0.49747835953753883,1.6479144494765081,1386.549836217984,0.0012774766312889155
0.6216535056730501,1.3204424463108702,1732.6453501949034,0.0009986985404556858
0.7429639507594965,0.9825873790234423,2366.974332104359,0.0007432846672600621
1.0612225056434765,0.7135289435215182,3233.5339071037524,0.00050125933936549
1.4497406703726314,0.4811925532732836,4417.344703140056,0.00032178296778914646
2.2638034095214463,0.3166590402103875,6034.553769017732,0.0002015395406490218
3.3808994755960984,0.198351339918957,7884.500654277678,0.00013929897269250637
5.049237586625193,0.13377916405544465,11261.932064842118,0.00008942758587956331
6.597126909324041,0.10459067037733173,16819.24324880869,0.00005741404144203546
7.540833553382585,0.09247943781998959,26263.6352765333,0.00003596535769395911
7.884500654277678,0.0797715472143996,41011.27070551296,0.000023091599332450306
8.61953566475305,0.07053054373441404,61248.68574657235,0.000015962860432768062
9.852544092108017,0.06236335430459626,100000.0000000002,0.000009999999999999999
10.301565442414441,0.05379380951732089,,
11.261932064842163,0.04527461744743337,,
12.311829162480562,0.039055359687337976,,
14.073013256836136,0.0336922110401629,,
16.086131436149834,0.029065539118383818,,
17.585766011265715,0.025698489618657467,,
20.101376890637184,0.021629829983869156,,
22.97684119307591,0.017329733516555975,,
26.2636352765333,0.01458603969303806,,
31.388762467016818,0.011978503158051464,,
37.51401505682383,0.009597637625915641,,
44.83455909300015,0.007689996553240149,,
56.02567488840887,0.006161847700351356,,
66.95861340634232,0.0053159740016506755,,
83.67209540080171,0.005187935575678523,,
104.5574152838968,0.0050629810320805555,,
130.6559019286202,0.0048207505831328904,,
163.26880941375347,0.004478366790937203,,
213.32033550765826,0.004160520601459331,,
304.6989570903505,0.0036797219307970943,,
435.22083457727285,0.003175257580803186,,
568.6417067982052,0.0026729665385036615,,
710.5798749349134,0.0023061546550105613,,
928.4145445194745,0.0019413461958882792,,
1160.1553017399692,0.0015555637131826495,,
1515.811373261065,0.0012161643610584607,,
1980.4970212708442,0.0008830527545122518,,
2705.5655755691173,0.0006256056764822331,,
3380.8994755960916,0.00045422605230715254,,
4040.653528994435,0.0003550834840789555,,
5049.237586625202,0.0002578112304216511,,
6309.57344480193,0.00020155022270380496,,
7540.833553382555,0.00014998056569706707,,
9423.094541268156,0.0001143965887537612,,
12311.829162480512,0.00008513552434418113,,
16819.24324880869,0.00005741404144203546,,
21017.48011332483,0.00004272605954494662,,
27460.578204732887,0.000033403910406673685,,
41011.27070551296,0.000023667772019165842,,
53583.64563267607,0.00001805337827693973,,
76536.91760103719,0.000013109885394357212,,
100000.0000000002,0.000009999999999999999,,
